JURISDICTION_ID,STATION_ID,modeOriginal,mode,station_link,existing_housing_units,baseline_under_zoning,plexify_reform,multiply_reform,legalize_reform,middle_reform,all_reforms,lat,long,grade,status,year_open,name,line
G53063960,S1273120856,Bus Rapid Transit,Rapid Transit,N 155-RapidRide E-Bus Rapid Transit-existing,941,11650,13917,22359,11650,11650,24626,-122.3454,47.74147,at grade,existing,2014,N 155,RapidRide E
G53063960,S1276287614,Bus Rapid Transit,Rapid Transit,N 160-RapidRide E-Bus Rapid Transit-existing,2323,2359,5036,2813,2359,2843,5742,-122.34547,47.74505,at grade,existing,2014,N 160,RapidRide E
G53063960,S1272945531,Bus Rapid Transit,Rapid Transit,N 165-RapidRide E-Bus Rapid Transit-existing,1704,2772,6270,3972,2772,2844,7498,-122.34554,47.74864,at grade,existing,2014,N 165,RapidRide E
G53063960,S1276323551,Bus Rapid Transit,Rapid Transit,N 170-RapidRide E-Bus Rapid Transit-existing,2482,3498,6233,4774,3498,3530,7533,-122.34561,47.75235,at grade,existing,2014,N 170,RapidRide E
G53063960,S1273048858,Bus Rapid Transit,Rapid Transit,N 175-RapidRide E-Bus Rapid Transit-existing,3357,7657,9665,13031,7657,7675,15039,-122.34576,47.75598,at grade,existing,2014,N 175,RapidRide E
G53063960,S1276790576,Bus Rapid Transit,Rapid Transit,N 180-RapidRide E-Bus Rapid Transit-existing,1701,6045,8817,10878,6357,6045,13962,-122.3461,47.75965,at grade,existing,2014,N 180,RapidRide E
G53063960,S1273161013,Bus Rapid Transit,Rapid Transit,N 185-RapidRide E-Bus Rapid Transit-existing,1425,11408,13668,19202,11408,11504,21513,-122.34601,47.76328,at grade,existing,2014,N 185,RapidRide E
G53063960,S1274454675,Bus Rapid Transit,Rapid Transit,N 192-RapidRide E-Bus Rapid Transit-existing,3848,6216,8313,8625,12580,6216,17086,-122.3459,47.76781,at grade,existing,2014,N 192,RapidRide E
G53063960,S1276499899,Bus Rapid Transit,Rapid Transit,N 200-RapidRide E-Bus Rapid Transit-existing,2387,6873,9078,9631,6873,7153,12079,-122.346,47.77395,at grade,existing,2014,N 200,RapidRide E
G53057745,S3395765049,Bus Rapid Transit,Rapid Transit,N 3-RapidRide F-Bus Rapid Transit-existing,1201,2350,2998,3109,2350,2526,3933,-122.20854,47.48704,at grade,existing,2014,N 3,RapidRide F
G53063000,S168620587,Bus Rapid Transit,Rapid Transit,N 46-RapidRide E-Bus Rapid Transit-existing,5384,9025,9261,10292,9025,10103,11267,-122.34733,47.66217,at grade,existing,2014,N 46,RapidRide E
G53057745,S3395761724,Bus Rapid Transit,Rapid Transit,N 6-RapidRide F-Bus Rapid Transit-existing,690,711,956,711,711,883,1128,-122.20738,47.4921,at grade,existing,2014,N 6,RapidRide F
G53063000,S168724170,Bus Rapid Transit,Rapid Transit,N 65-RapidRide E-Bus Rapid Transit-existing,2386,2629,3203,2648,2629,2766,3355,-122.34672,47.67602,at grade,existing,2014,N 65,RapidRide E
G53063000,S168623784,Bus Rapid Transit,Rapid Transit,N 76-RapidRide E-Bus Rapid Transit-existing,3097,3752,4109,4577,3752,3919,4960,-122.34445,47.68403,at grade,existing,2014,N 76,RapidRide E
G53063000,S168840673,Bus Rapid Transit,Rapid Transit,N 80-RapidRide E-Bus Rapid Transit-existing,3123,4015,4623,4640,4015,4306,5352,-122.34447,47.68694,at grade,existing,2014,N 80,RapidRide E
G53063000,S168730692,Bus Rapid Transit,Rapid Transit,N 85-RapidRide E-Bus Rapid Transit-existing,5090,7927,9104,11016,7927,8674,12387,-122.3445,47.69057,at grade,existing,2014,N 85,RapidRide E
G53063000,S168841696,Bus Rapid Transit,Rapid Transit,N 90-RapidRide E-Bus Rapid Transit-existing,4502,8131,9247,12738,8131,9439,13950,-122.34456,47.6942,at grade,existing,2014,N 90,RapidRide E
G53063000,S168733893,Bus Rapid Transit,Rapid Transit,N 95-RapidRide E-Bus Rapid Transit-existing,4574,7034,7898,10493,7034,7997,11476,-122.34461,47.69779,at grade,existing,2014,N 95,RapidRide E
G53057745,S3520851006,Bus Rapid Transit,Rapid Transit,Naches Avenue SW-RapidRide F-Bus Rapid Transit-existing,0,0,0,0,0,0,0,-122.23749,47.45702,at grade,existing,2014,Naches Avenue SW,RapidRide F
G53005210,S238653642,Bus Rapid Transit,Rapid Transit,NE 10-RapidRide B-Bus Rapid Transit-existing,2549,3045,4088,3546,3045,3780,5092,-122.13244,47.61871,at grade,existing,2011,NE 10,RapidRide B
G53063000,S1002765547,Light Rail,Light Rail,NE 145th-Red Line (Lynnwood Link)-Light Rail-uc,1046,11747,12692,16415,11747,11747,17360,-122.32424,47.73401,highway,uc,,NE 145th,Red Line (Lynnwood Link)
G53005210,S242211087,Bus Rapid Transit,Rapid Transit,NE 15-RapidRide B-Bus Rapid Transit-existing,4400,4551,5090,4915,4551,6252,6893,-122.13242,47.62332,at grade,existing,2011,NE 15,RapidRide B
G53063960,S1016996327,Light Rail,Light Rail,NE 185th-Red Line (Lynnwood Link)-Light Rail-uc,1299,11968,14127,18216,11968,12006,20413,-122.32272,47.76518,highway,uc,,NE 185th,Red Line (Lynnwood Link)
G53057535,S237539657,Bus Rapid Transit,Rapid Transit,NE 31-RapidRide B-Bus Rapid Transit-existing,139,15728,16145,31317,15728,15728,31734,-122.13236,47.63812,at grade,existing,2011,NE 31,RapidRide B
G53057535,S238691567,Bus Rapid Transit,Rapid Transit,NE 40-RapidRide B-Bus Rapid Transit-existing,4397,6707,7010,9032,6707,8938,11551,-122.14293,47.64597,at grade,existing,2011,NE 40,RapidRide B
G53057535,S245524073,Bus Rapid Transit,Rapid Transit,NE 46-RapidRide B-Bus Rapid Transit-existing,2281,2281,2446,2281,2281,3543,3708,-122.1433,47.65232,at grade,existing,2011,NE 46,RapidRide B
G53057535,S237611151,Bus Rapid Transit,Rapid Transit,NE 51-RapidRide B-Bus Rapid Transit-existing,438,1031,1821,1621,1031,1143,2523,-122.14332,47.6551,at grade,existing,2011,NE 51,RapidRide B
G53057535,S244840932,Bus Rapid Transit,Rapid Transit,NE 87-RapidRide B-Bus Rapid Transit-existing,1061,1751,2527,2729,1751,2639,3817,-122.14524,47.68052,at grade,existing,2011,NE 87,RapidRide B
G53057535,S2666238639,Bus Rapid Transit,Rapid Transit,NE Old Redmond Road-RapidRide B-Bus Rapid Transit-existing,1586,1586,5016,1586,1586,1994,5424,-122.14313,47.66786,at grade,existing,2011,NE Old Redmond Road,RapidRide B
G53057535,S1646529343,Bus Rapid Transit,Rapid Transit,NE Redmond Way-RapidRide B-Bus Rapid Transit-existing,3573,3780,5319,5371,3780,5228,7264,-122.14322,47.6752,at grade,existing,2011,NE Redmond Way,RapidRide B
G53063000,S3396049082,Bus Rapid Transit,Rapid Transit,Newton/Armory-RapidRide D-Bus Rapid Transit-existing,2809,3620,3640,4912,3620,4377,5399,-122.37621,47.63663,at grade,existing,2012,Newton/Armory,RapidRide D
G53057745,S2291850090,Bus Rapid Transit,Rapid Transit,Northeast 44-Stride S1-Bus Rapid Transit-planned,652,1152,1746,1204,1152,1361,1978,-122.19746,47.53227,highway,planned,,Northeast 44,Stride S1
G53035940,S1900773476,Bus Rapid Transit,Rapid Transit,Northeast 85-Stride S2-Bus Rapid Transit-planned,2069,2935,3120,3607,3972,8312,9550,-122.18453,47.67919,highway,planned,,Northeast 85,Stride S2
G53070000,S3411302167,Bus Rapid Transit,Rapid Transit,Northern Terminus - Commerce Street-Pacific Avenue/SR 7 BRT-Bus Rapid Transit-planned,9085,13708,13708,17408,13708,13708,17408,-122.43994,47.25534,at grade,planned,,Northern Terminus - Commerce Street,Pacific Avenue/SR 7 BRT
G53063000,S3826495567,Light Rail,Light Rail,Northgate-Red Line (Northgate Link)-Light Rail-existing,5238,17723,18581,22073,17723,18084,23292,-122.32834,47.7033,elevated,existing,2021,Northgate,Red Line (Northgate Link)
G53063000,S2528797049,Bus Rapid Transit,Rapid Transit,NW 60-RapidRide D-Bus Rapid Transit-existing,8833,12466,13148,17219,12466,14171,18379,-122.3762,47.67239,at grade,existing,2012,NW 60,RapidRide D
G53063000,S2523226492,Bus Rapid Transit,Rapid Transit,NW 65-RapidRide D-Bus Rapid Transit-existing,5059,7549,8212,10845,7549,8613,11794,-122.37654,47.67602,at grade,existing,2012,NW 65,RapidRide D
G53063000,S2528902616,Bus Rapid Transit,Rapid Transit,NW 70-RapidRide D-Bus Rapid Transit-existing,4105,4527,6070,5405,4527,4855,6985,-122.37675,47.67952,at grade,existing,2012,NW 70,RapidRide D
G53063000,S2523260189,Bus Rapid Transit,Rapid Transit,NW 75-RapidRide D-Bus Rapid Transit-existing,4811,5308,6554,6080,5308,5580,7334,-122.37675,47.68319,at grade,existing,2012,NW 75,RapidRide D
G53063000,S2529299639,Bus Rapid Transit,Rapid Transit,NW 80-RapidRide D-Bus Rapid Transit-existing,3303,4710,6999,6629,4710,5201,8933,-122.37678,47.68685,at grade,existing,2012,NW 80,RapidRide D
G53057535,S242465332,Bus Rapid Transit,Rapid Transit,NW 85-RapidRide B-Bus Rapid Transit-existing,7937,9539,9539,11797,9539,10642,11839,-122.12753,47.67854,at grade,existing,2011,NW 85,RapidRide B
G53063000,S2523442098,Bus Rapid Transit,Rapid Transit,NW 85-RapidRide D-Bus Rapid Transit-existing,4269,8509,10408,13458,8509,9342,15418,-122.3768,47.6906,at grade,existing,2012,NW 85,RapidRide D
G53057535,S238941584,Bus Rapid Transit,Rapid Transit,NW 90-RapidRide B-Bus Rapid Transit-existing,4205,4321,4887,5091,4321,8191,9049,-122.12754,47.68215,at grade,existing,2011,NW 90,RapidRide B
G53063000,S2292075132,Bus Rapid Transit,Rapid Transit,NW Leary-RapidRide D-Bus Rapid Transit-existing,1206,1613,1614,2341,1634,1752,2462,-122.37619,47.66365,at grade,existing,2012,NW Leary,RapidRide D
G53063000,S1555638811,Bus Rapid Transit,Rapid Transit,NW Market-RapidRide D-Bus Rapid Transit-existing,2393,6962,7017,10544,6962,8464,11549,-122.37619,47.66865,at grade,existing,2012,NW Market,RapidRide D
G53070000,S1180576956,Streetcar,Streetcar,Old City Hall-Link T Line-Streetcar-uc,2663,7456,7456,10537,7456,7456,10537,-122.44033,47.25752,at grade,uc,,Old City Hall,Link T Line
G53063000,S3302331061,Light Rail,Light Rail,Othello-Red Line (Central Link)-Light Rail-existing,2611,5433,7316,7916,5433,6298,10240,-122.28167,47.53815,at grade,existing,2009,Othello,Red Line (Central Link)
G53057535,S3415064724,Bus Rapid Transit,Rapid Transit,Overlake Park and Ride-RapidRide B-Bus Rapid Transit-existing,2042,7614,7614,13132,7614,7614,13132,-122.13769,47.63358,at grade,existing,2011,Overlake Park and Ride,RapidRide B
G53057535,S886263457,Bus Rapid Transit,Rapid Transit,Overlake Transit Center-RapidRide B-Bus Rapid Transit-existing,1098,1098,1251,1098,1098,1182,1335,-122.13234,47.64355,at grade,existing,2011,Overlake Transit Center,RapidRide B
G53057535,S449264181,Light Rail,Light Rail,Overlake Village-Blue Line (East Link)-Light Rail-uc,639,2510,2513,4241,2510,3099,4833,-122.13818,47.63681,at grade,uc,,Overlake Village,Blue Line (East Link)
G53022640,S1706865474,Bus Rapid Transit,Rapid Transit,Pacific Avenue-Swift Blue Line-Bus Rapid Transit-existing,5780,32686,32737,45999,32686,42342,52176,-122.20707,47.97663,at grade,existing,2009,Pacific Avenue,Swift Blue Line
G53070000,S3971006670,Light Rail,Light Rail,Pearl-TCC Tacoma Link Extension-Light Rail-planned,1135,1161,2765,1173,1161,1244,2848,-122.51559,47.24282,at grade,planned,,Pearl,TCC Tacoma Link Extension
G53063000,S96590518,Bus Rapid Transit,Rapid Transit,Pike-RapidRide C-Bus Rapid Transit-existing,13749,17340,17340,20973,17571,17340,21204,-122.3378,47.60978,at grade,existing,2012,Pike,RapidRide C
G53063000,S3053210151,Light Rail,Light Rail,Pioneer Square-Red Line (Central Link)-Light Rail-existing,1598,7693,7693,14021,7693,7693,14021,-122.33144,47.60276,subway,existing,2009,Pioneer Square,Red Line (Central Link)
G53070000,S2164713217,Light Rail,Light Rail,Portland Avenue-Tacoma Dome Link Extension-Light Rail-planned,104,2290,2305,2290,2290,2479,2494,-122.41145,47.24294,elevated,planned,,Portland Avenue,Tacoma Dome Link Extension
G53063000,S3365633034,Bus Rapid Transit,Rapid Transit,Prefontaine Place-RapidRide D-Bus Rapid Transit-existing,240,432,432,864,432,432,864,-122.33066,47.60189,at grade,existing,2012,Prefontaine Place,RapidRide D
G53056695,S929285819,Commuter Rail,Commuter Rail,Puyallup-Sounder-Commuter Rail-existing,2993,9131,10404,13969,12200,9131,18311,-122.29507,47.19269,at grade,existing,2001,Puyallup,Sounder
G53063000,S1328881380,Bus Rapid Transit,Rapid Transit,Queen Anne Avenue-RapidRide D-Bus Rapid Transit-existing,9258,14990,15475,21569,14990,15311,22147,-122.3567,47.62458,at grade,existing,2012,Queen Anne Avenue,RapidRide D
G53063000,S167552491,Light Rail,Light Rail,Rainier Beach-Red Line (Central Link)-Light Rail-existing,1674,3438,4833,4581,3568,3870,6378,-122.27942,47.52238,at grade,existing,2009,Rainier Beach,Red Line (Central Link)
G53057535,S180310962,Light Rail,Light Rail,Redmond Technology Center-Blue Line (East Link)-Light Rail-uc,1282,1282,1330,1282,1282,2803,2851,-122.13357,47.64459,at grade,uc,,Redmond Technology Center,Blue Line (East Link)
G53057535,S891168087,Bus Rapid Transit,Rapid Transit,Redmond Transit Center-RapidRide B-Bus Rapid Transit-existing,6381,8812,9768,12741,8812,11115,14252,-122.11917,47.67531,at grade,existing,2011,Redmond Transit Center,RapidRide B
G53057745,S1497404932,Bus Rapid Transit,Rapid Transit,Renton Transit Center-RapidRide F-Bus Rapid Transit-existing,4056,8763,8949,14356,8763,9150,14839,-122.20912,47.48125,at grade,existing,2014,Renton Transit Center,RapidRide F
G53063000,S3255061630,Bus Rapid Transit,Rapid Transit,Republican Street-RapidRide D-Bus Rapid Transit-existing,7513,20555,20619,36821,20555,20712,37010,-122.35541,47.62327,at grade,existing,2012,Republican Street,RapidRide D
G53005210,S4033276049,Light Rail,Light Rail,Richards Road-South Kirkland-Issaquah Link-Light Rail-planned,831,1014,1718,1021,1014,1404,2108,-122.16888,47.58027,elevated,planned,,Richards Road,South Kirkland-Issaquah Link
G53063000,S584786520,Light Rail,Light Rail,Roosevelt-Red Line (Northgate Link)-Light Rail-existing,6654,8606,9060,10079,8606,9508,10998,-122.31597,47.67667,subway,existing,2021,Roosevelt,Red Line (Northgate Link)
G53062288,S1495628647,Bus Rapid Transit,Rapid Transit,S 160-RapidRide A-Bus Rapid Transit-existing,799,2744,4124,4914,2744,3699,6827,-122.29175,47.45967,at grade,existing,2010,S 160,RapidRide A
G53062288,S1495664582,Bus Rapid Transit,Rapid Transit,S 170-RapidRide A-Bus Rapid Transit-existing,1280,1932,3294,3312,1932,3847,5493,-122.29605,47.45076,at grade,existing,2010,S 170,RapidRide A
G53062288,S1497892672,Bus Rapid Transit,Rapid Transit,S 176-RapidRide A-Bus Rapid Transit-existing,2211,3584,4294,4920,3584,7707,8417,-122.29622,47.44524,at grade,existing,2010,S 176,RapidRide A
G53062288,S3096797341,Bus Rapid Transit,Rapid Transit,S 180/182-RapidRide A-Bus Rapid Transit-existing,2650,13053,13068,21554,13053,17210,25726,-122.29596,47.44058,at grade,existing,2010,S 180/182,RapidRide A
G53062288,S1504756513,Bus Rapid Transit,Rapid Transit,S 188-RapidRide A-Bus Rapid Transit-existing,826,5294,6557,9478,5294,5879,11326,-122.29552,47.43455,at grade,existing,2010,S 188,RapidRide A
G53062288,S1501805517,Bus Rapid Transit,Rapid Transit,S 195-RapidRide A-Bus Rapid Transit-existing,753,1137,1935,2004,1137,2472,3270,-122.29589,47.42635,at grade,existing,2010,S 195,RapidRide A
G53062288,S1495553442,Bus Rapid Transit,Rapid Transit,S 200-RapidRide A-Bus Rapid Transit-existing,711,1028,2597,1348,1028,1967,3752,-122.29633,47.42272,at grade,existing,2010,S 200,RapidRide A
G53062288,S1505040810,Bus Rapid Transit,Rapid Transit,S 208-RapidRide A-Bus Rapid Transit-existing,2466,3966,4574,5638,4182,12112,12936,-122.29732,47.41546,at grade,existing,2010,S 208,RapidRide A
G53062288,S1497963397,Bus Rapid Transit,Rapid Transit,S 216-RapidRide A-Bus Rapid Transit-existing,2450,8908,9859,15780,10774,10895,19064,-122.29819,47.4083,at grade,existing,2010,S 216,RapidRide A
G53017635,S1500229732,Bus Rapid Transit,Rapid Transit,S 224-RapidRide A-Bus Rapid Transit-existing,1920,8900,9967,16371,8900,11600,18175,-122.29753,47.40095,at grade,existing,2010,S 224,RapidRide A
G53035415,S1495697190,Bus Rapid Transit,Rapid Transit,S 240-RapidRide A-Bus Rapid Transit-existing,1197,12236,13200,22654,12494,12866,24276,-122.29649,47.38656,at grade,existing,2010,S 240,RapidRide A
G53035415,S1505184558,Bus Rapid Transit,Rapid Transit,S 248-RapidRide A-Bus Rapid Transit-existing,834,951,1899,1352,951,1479,2533,-122.29833,47.37937,at grade,existing,2010,S 248,RapidRide A
G53035415,S1493363461,Bus Rapid Transit,Rapid Transit,S 252-RapidRide A-Bus Rapid Transit-existing,1920,1941,4453,1965,1941,1999,4523,-122.29995,47.37589,at grade,existing,2010,S 252,RapidRide A
G53035415,S1495629796,Bus Rapid Transit,Rapid Transit,S 260-RapidRide A-Bus Rapid Transit-existing,1356,1361,2308,1366,1571,1719,2876,-122.30372,47.36874,at grade,existing,2010,S 260,RapidRide A
G53035415,S1505117164,Bus Rapid Transit,Rapid Transit,S 268-RapidRide A-Bus Rapid Transit-existing,1133,1133,2453,1133,1343,1449,2979,-122.30759,47.36143,at grade,existing,2010,S 268,RapidRide A
G53035415,S1493431111,Bus Rapid Transit,Rapid Transit,S 272-RapidRide A-Bus Rapid Transit-existing,6775,12010,13040,17254,12103,12397,18377,-122.30941,47.35798,at grade,existing,2010,S 272,RapidRide A
G53035415,S783798966,Light Rail,Light Rail,S 272nd-Red Line (Federal Way Link)-Light Rail-uc,2256,2431,3486,2602,2448,4096,5189,-122.29727,47.35931,elevated,uc,,S 272nd,Red Line (Federal Way Link)
G53023515,S1497887299,Bus Rapid Transit,Rapid Transit,S 276-RapidRide A-Bus Rapid Transit-existing,1718,2318,4738,3458,2318,3887,6619,-122.31151,47.35374,at grade,existing,2010,S 276,RapidRide A
G53023515,S1494589609,Bus Rapid Transit,Rapid Transit,S 283-RapidRide A-Bus Rapid Transit-existing,1421,1500,3480,1859,1500,2491,4505,-122.31241,47.34757,at grade,existing,2010,S 283,RapidRide A
G53023515,S1504753314,Bus Rapid Transit,Rapid Transit,S 288-RapidRide A-Bus Rapid Transit-existing,2023,2206,5485,2931,2206,4113,7546,-122.31231,47.34341,at grade,existing,2010,S 288,RapidRide A
G53023515,S1505041835,Bus Rapid Transit,Rapid Transit,S 308-RapidRide A-Bus Rapid Transit-existing,2140,8784,10245,15843,8908,9864,17989,-122.3132,47.32602,at grade,existing,2010,S 308,RapidRide A
G53023515,S1493222912,Bus Rapid Transit,Rapid Transit,S 312-RapidRide A-Bus Rapid Transit-existing,1423,2947,3910,4432,2947,5045,7286,-122.31337,47.32236,at grade,existing,2010,S 312,RapidRide A
G53023515,S1497966596,Bus Rapid Transit,Rapid Transit,S 316-RapidRide A-Bus Rapid Transit-existing,1497,9481,10654,16218,9481,9810,17464,-122.31342,47.31865,at grade,existing,2010,S 316,RapidRide A
G53057745,S3395759523,Bus Rapid Transit,Rapid Transit,S 4-RapidRide F-Bus Rapid Transit-existing,387,835,860,1355,835,1240,1667,-122.21535,47.47658,at grade,existing,2014,S 4,RapidRide F
G53070000,S2044338911,Light Rail,Light Rail,S. 25th-Orange Line (Tacoma Link)-Light Rail-existing,6,6604,6604,13208,6604,6604,13208,-122.43426,47.2391,at grade,existing,2003,S. 25th,Orange Line (Tacoma Link)
G53057535,S3915389825,Light Rail,Light Rail,S.E. Redmond-Blue Line (Downtown Redmond Link)-Light Rail-uc,145,506,581,682,1021,606,1372,-122.10997,47.6673,at grade,uc,,S.E. Redmond,Blue Line (Downtown Redmond Link)
G53063000,S1683692964,Light Rail,Light Rail,Seattle Center-Ballard Link Extension-Light Rail-planned,4965,5640,5640,9240,5640,5640,9240,-122.35858,47.62317,subway,planned,,Seattle Center,Ballard Link Extension
G53063000,S2301426360,Bus Rapid Transit,Rapid Transit,Seneca Street-RapidRide D-Bus Rapid Transit-existing,46,12144,12144,24288,12144,12144,24288,-122.3353,47.60703,at grade,existing,2012,Seneca Street,RapidRide D
G53057745,S778852035,Bus Rapid Transit,Rapid Transit,Shattuck-RapidRide F-Bus Rapid Transit-existing,628,21289,21346,41855,21289,21762,42260,-122.21322,47.47976,at grade,existing,2014,Shattuck,RapidRide F
G53063000,S3328369285,Light Rail,Light Rail,Smith Cove-Ballard Link Extension-Light Rail-planned,196,203,203,203,203,208,208,-122.37802,47.63318,elevated,planned,,Smith Cove,Ballard Link Extension
G53063000,S1299318075,Light Rail,Light Rail,Sodo-Red Line (Central Link)-Light Rail-existing,305,305,305,305,305,305,305,-122.3274,47.58119,at grade,existing,2009,Sodo,Red Line (Central Link)
G53063000,S2730723065,Light Rail,Light Rail,SODO-West Seattle Link Extension-Light Rail-planned,1,1,1,1,1,1,1,-122.32753,47.58187,at grade,planned,,SODO,West Seattle Link Extension
G53070000,S2239721321,Bus Rapid Transit,Rapid Transit,South 13 Street-Pacific Avenue/SR 7 BRT-Bus Rapid Transit-planned,6867,28307,28307,38879,28307,28307,38879,-122.44107,47.25101,at grade,planned,,South 13 Street,Pacific Avenue/SR 7 BRT
G53070000,S4094137891,Bus Rapid Transit,Rapid Transit,South 19 Street-Pacific Avenue/SR 7 BRT-Bus Rapid Transit-planned,3711,11504,11504,19149,11504,11504,19149,-122.43968,47.24486,at grade,planned,,South 19 Street,Pacific Avenue/SR 7 BRT
G53070000,S31151274,Bus Rapid Transit,Rapid Transit,South 23 Street-Pacific Avenue/SR 7 BRT-Bus Rapid Transit-planned,3174,8607,8622,13325,8607,8775,13508,-122.43914,47.24064,at grade,planned,,South 23 Street,Pacific Avenue/SR 7 BRT
G53057745,S1762234145,Arterial Rapid Transit,Rapid Transit,South 23 Street-RapidRide I-Arterial Rapid Transit-planned,797,797,2767,797,797,797,2767,-122.21207,47.45931,at grade,planned,,South 23 Street,RapidRide I
